company,description,salary,technologies,title
SevenPro,"About you: We are seeking an Android Developer with a backend focus to join a project dedicated to improving agriculture in developing countries. This role involves creating a mobile application MVP designed to enhance agricultural practices through innovative data collection and phenotyping techniques. You will be instrumental in crafting intuitive user interfaces for Android and developing robust backend systems to ensure reliable data handling, storage, and processing in resource-constrained environments. About project: This project aims to develop a mobile application MVP that will support agriculture by enabling efficient data collection and real-time analysis. Built specifically for developing countries, the app will utilize innovative phenotyping techniques through smartphone-based imagery to monitor and improve agricultural productivity. By capturing and processing visual data, the application provides essential insights that help farmers make data-driven decisions, ultimately improving crop yields and resource use. This solution is tailored for resource-constrained environments, ensuring ease of use and scalability. The project holds immense potential to create a positive impact on agricultural sustainability in developing regions. Your area of responsibility: Develop intuitive and visually appealing UI components for the Android-based imagery phenotyping MVP. Design and implement scalable backend systems for efficient data collection, storage, and processing of phenotypic information. Create APIs and interfaces for seamless integration with various agricultural hardware and software. Build a user-friendly data collection tool, including a farmer plot registration module as a core component. Establish data validation processes to ensure the accuracy, integrity, and consistency of collected data, adhering to relevant business rules. Optimize software performance and efficiency within resource-constrained agricultural environments. Conduct regular testing and quality assurance to ensure the reliability and robustness of the application. Perform thorough unit and integration testing to validate the solution’s scalability and robustness. Collaborate with cross-functional teams to gather software requirements and workflows, integrating necessary functionalities while following best practices. Provide technical guidance and training to internal teams on development practices and tools. Skills and requirements: At least 3+ years of proven experience as an Android Developer; Strong experience with Android (Kotlin, Java, Android studio); Experience with Python; Knowledge of API development and integration (RESTful services); Experience in cloud services (Google Cloud Platform, AWS, or Azure); Skilled in end-to-end testing, including unit and integration testing, to ensure software reliability and robustness. Will be a plus: Experience with GCP (Google Cloud Platform) or a strong willingness to learn it; Knowledge of machine learning frameworks or computer vision algorithms, especially as they relate to agricultural or environmental data; Familiarity with working in resource-constrained environments, optimizing for efficiency and performance in challenging conditions. We offer: Working in a team of talented and passionate engineers; Opportunity to work with the most trending technologies; Long-term enjoyable cooperation; Personal legal support; Payable vacation and sick days; Competitive salary depending on your own talents; Regular performance & career development reviews; Team building events.",Not specified,"Python,AWS,API,Azure,Google Cloud Platform,ML",Android Developer (with Python experience)
ANIMO,"Ми у пошуку скілового Python Developer, який допоможе реалізуватися новому продукту — Aristeem, створеному на базі технології світової компанії Boosteroid.  Aristeem  — хмарна платформа, яка революціонізує спосіб взаємодії користувачів із ресурсомісткими програмами. Ця інноваційна платформа дозволяє користувачам запускати вибагливе програмне забезпечення на звичайних пристроях, таких як базові гаджети, ноутбуки та ПК, усуваючи потребу у дорогому високопродуктивному обладнанні. Завдяки Aristeem професіонали можуть безперешкодно отримувати доступ і працювати з потужними програмами з будь-якого місця, забезпечуючи продуктивність і ефективність незалежно від технічних характеристик пристрою. Це інноваційне рішення не має аналогів у всьому світі, встановлюючи новий стандарт доступності додатків. Незалежно від того, чи ви графічний дизайнер, інженер чи аналітик даних, Aristeem дає вам змогу працювати без обмежень, перетворюючи будь-який пристрій на робочу станцію високого класу. Команда: Ми шукаємо спеціалістів в одну команду, до якої входять CTO, PM, DevOps Engineer, Product Designer, Windows Admin, FullStack Developer, Frontend Developer, QA Engineer. Методологія розробки: Scrum. Співвідношення розробки нових функцій до рефакторингу становить  70-75%  до  25-30%. Технічний стек: — Backend: FastAPI, Django, Python;  Optional: Node.js, GraphQL, PHP, C++;  — Databases & search engines: PostgreSQL, MongoDB, Elasticsearch;  — DevOps: Amazon Web Services, Kubernetes, Docker, GitLab CI. Що ми очікуємо від вас:  5+ років досвіду розробки на Python; Досвід роботи з Node.js, Fastify і TypeORM; Досвід роботи з high-load програмами; Знання шаблонів проектування, ООП, MVC, сервісної\мікросервісної архітектури; Вміння писати ефективний і лаконічний код, знання PSR-12; Розуміння протоколу HTTP, RESTful API та WebSocket; Досвід роботи з Redis; Досвід роботи з RPC за допомогою RabbitMQ; Знайомство з Laravel Telescope, Kibana та Sentry; Рівень розмовної та письмової англійської мови B1 та вище. Дії та очікувані результати:  Розробка нових функцій і рефакторинг існуючого коду; Підвищення продуктивності коду; Робота з бекендом різних проектів, іноді різними мовами; Профілювати та оптимізовувати запити баз даних; Відповідально працювати — задавати питання, знаходити відповіді, вкладатися в термін, попереджати коли є проблеми. Навчати молодших членів команди. Що ми пропонуємо:  Конкурентну зарплату та можливість впливати на кінцевий продукт компанії; Гнучкий графік роботи та можливість обирати інструменти для покращення процесів; Затишний офіс в центрі Києва в 5 хвилинах ходьби від метро «Палац Україна»; Тепла робоча атмосфера;  Безкоштовні обіди;  Оплачувані відпустки та лікарняні. Підтримка бронювання від армії після випробувального періоду, а також можливість переходу на гібридний формат роботи. Всі етапи інтерв’ю проводяться українською мовою у форматі запитань та відповідей, без live-кодування.",від $5000,"Python,Django,FastAPI,API,Docker,Kubernetes,Redis,RabbitMQ,PostgreSQL,MongoDB,Elasticsearch,GitLab CI,Sentry,GIT",Senior Python Developer
PLANEKS,"Let’s start with what PLANEKS offers:   0. Fast and comfortable hiring process. 1. 100% remote(even before the COVID) work opportunity and flexitime — choose working hours between  8:00-20:00. 2. Manage your compensation $$$$ budget — Travel tickets, Work equipment, Health insurance, Software, Sport, Training. 3. Salary paid in USD + tax compensation. Revision every 1 year. We want everyone to be confident in what tomorrow brings. 4. Everything to provide a good rest. YES: Paid vacation, national holidays, sick leaves(and support in case of serious diseases). NO: overtime, work on weekends. 5. Regular feedback, mentorship, code review. Friendly and professional team that supports you. Well, we’re proud of how we handle that. So you can always count on us. 6. Speaking clubs with a native speaker to constantly maintain your English level. 7. No bureaucracy — transparent processes and flat management. Working remotely means keeping things as simple as possible to work efficiently.   We propose something more significant than a job. PLANEKS means developing a new lifestyle for our colleagues and clients. So take your part in it!   This position supposes that you have the following knowledge and competencies:   1. Software development experience( at least 3 years MUST ) with: — Python and Django — Other Python frameworks (e.g., Flask) — PostgreSQL, MySQL — Celery, Redis, ElasticSearch — Cloud providers, DevOps, CI/CD — Unit, integration, E2E tests 2. Knowledge of REST and experience working with REST APIs 3. Experience with JS, HTML, CSS (Usually  0-20%  of activity) 4. Communication skills in English (good writing and speaking)   You will deal and be responsible for:   1. Develop, support, and maintain projects in Python — usually, we create products from scratch but also have existing projects where the dev team should be extended. And also, we do not work with legacy codebases. 2. Solve technical challenges — all our projects are different, and you’ll never be bored with the same tasks every day, so your acquisitive mind will have great challenges regularly. 3. Take care of quality (code, test, business features, documentation) — everyone enjoys working with clean, readable code, so it is important to keep it such. 4. Participate in code reviews — usually, it is cross-reviews in the team or reviews by a senior person. 5. Communicate with internal and external teams — we’re in touch with great minds — inventive clients, and supportive colleagues! 6. Improve your technical and soft skills — just a normal evolution :)",Not specified,"Python,Django,Flask,API,Celery,Redis,PostgreSQL,MySQL,Elasticsearch,ML",Middle Python Full Stack Engineer
Raiffeisen Bank,"Raiffeisen Bank is the largest Ukrainian bank with foreign capital. For over 30 years, we have been shaping and developing the banking system of our country. At Raiffeisen, more than 5,500 employees work together, including one of the largest product IT teams, consisting of over 800 professionals. Every day, we collaborate to ensure that more than 2.7 million of our clients receive quality service, use the bank’s products and services, and develop their businesses because we are #Together_with_Ukraine. Your future responsibilities: Write Python code (pyspark.sql/dataframe) for building DataMart and xml reports according to BT of the customer/analyst (ACCOUNTING) Create and maintain dag jobs in Apache Airflow Conduct analysis of migration tasks from the Legacy IQ_Keep system Working with Jira tasks and Git Your skills and experience: 2+ years of experience as a Data Engineer (SQL, Python) 1+ years of experience working in a bank or with reporting Knowledge of public cloud platforms (preferably AWS) Working with NoSQL data Experience writing Python, Pyspark Understanding data processing and analysis Will be a plus: Knowledge of Power Bi, Power aps Linux administration and configuration Knowledge of Hadoop/BigData technologies: Apache Nifi, Airflow, Hive, Spark, Kafka Understanding of Docker/Kubernetes Finding and optimizing the performance of data processing flows Understanding the principles of version control systems and configuration best practices We offer what matters most to you: Competitive salary:  we guarantee a stable income and annual bonuses for your personal contribution. Additionally, we have a referral program with rewards for bringing in new colleagues to Raiffeisen Bank Social package:  official employment, 28 days of paid leave, additional paternity leave, and financial assistance for parents with newborns Comfortable working conditions:  possibility of a hybrid work format, offices equipped with shelters and generators, modern equipment. Classification: PUBLIC Wellbeing program:  all employees have access to medical insurance from the first working day; consultations with a psychologist, nutritionist, or lawyer; discount programs for sports and purchases; family days for children and adults; in-office massages Training and development:  access to over 130 online training resources; corporate training programs in CX, Data, IT Security, Leadership, Agile. Corporate library and English lessons. • Great team: our colleagues form a community where curiosity, talent, and innovation are welcome. We support each other, learn together, and grow. You can find like-minded individuals in over 15 professional communities, reading clubs, or sports clubs Career opportunities:  we encourage advancement within the bank across functions Innovations and technologies:  Infrastructure: AWS, Kubernetes, Docker, GitHub, GitHub actions, ArgoCD, Prometheus, Victoria, Vault, OpenTelemetry, ElasticSearch, Crossplain, Grafana. Languages: Java (main), Python (data), Go (infra, security), Swift (IOS), Kotlin (Android). Data stores: Sql-Oracle, PgSql, MsSql, Sybase. Data management: Kafka, AirFlow, Spark, Flink Support program for defenders:  we maintain jobs and pay average wages to mobilized individuals. For veterans, we have a support program and develop the Bank’s veterans community. We work on increasing awareness among leaders and teams about the return of veterans to civilian life. Raiffeisen Bank has been recognized as one of the best employers for veterans by Forbes Why Raiffeisen Bank? Our main value is people, and we support and recognize them, educate them and involve them in changes. Join Raif’s team because for us YOU matter! One of the largest lenders to the economy and agricultural business among private banks Recognized as the best employer by EY, Forbes, Randstad, Franklin Covey, and Delo.UA The largest humanitarian aid donor among banks (Ukrainian Red Cross, UNITED24, Superhumans, СМІЛИВІ) One of the largest IT product teams among the country’s banks. • One of the largest taxpayers in Ukraine; 6.6 billion UAH were paid in taxes in 2023 Opportunities for Everyone: Raif is guided by principles focused on human development and the well-being of 5,500 employees and over 2.7 million clients At Raif, we support principles of diversity, equality, and inclusivity We develop programs to support defenders. You matter at Raif! Want to learn more? Follow us on social media: Facebook ,  Instagram ,  LinkedIn ___________________________________________________________________________________________ Райффайзен Банк — найбільший український банк з іноземним капіталом. Більше 30 років ми створюємо та вибудовуємо банківську систему нашої держави. У Райфі працює понад 5 500 співробітників, серед них одна із найбільших продуктових ІТ-команд, що налічує понад 800 фахівців. Щодня пліч-о-пліч ми працюємо, щоб більш ніж 2,7 мільйона наших клієнтів могли отримати якісне обслуговування, користуватися продуктами і сервісами банку, розвивати бізнес, адже ми #Разом_з_Україною.  Твої майбутні обов’язки: Писати Python код (pyspark.sql/dataframe) для побудови DataMart та xml звітів згідно БТ замовника/аналітика (ACCOUNTING) Створювати та підтримувати dag джоби в Apache Airflow Проводити аналіз задач по міграції з Легасі системи IQ_Keep Робота з Jira задачами та Git Твій досвід та навички: 2+ роки досвіду в ролі Data Engineer (SQL, Python) 1+ роки досвіду роботи в банку чи зі звітністю Знання публічних хмарних платформ (бажано AWS) Робота з NoSQL даними Досвід написання Python, Pyspark Розуміння обробки даних та їх аналізу Буде плюсом: Знання Power Bi, Power aps Linux адміністрування і налаштування Знання технологій Hadoop/BigData: Apache Nifi, Airflow, Hive, Spark, Kafka Розуміння Docker/Kubernetes Пошук та оптимізація продуктивності потоків обробки даних Розуміння принципів систем контролю версій та best practices конфігурацій Пропонуємо те, що має значення саме для тебе Конкурентна заробітна плата:  гарантуємо стабільний дохід та річні бонуси за твій особистий внесок. Додатково, у нас діє реферальна програма винагороди за залучення нових колег до Райффайзен Банку Соціальний пакет:  офіційне працевлаштування, 28 днів оплачуваної відпустки, додатковий “декрет” для татусів, та матеріальна допомога для батьків при народженні дітей Комфортні умови праці:  можливість гібридного формату роботи, офіси забезпеченні укриттями та генераторами, забезпечення сучасною технікою Wellbeing програма:  для всіх співробітників доступні медичне страхування з першого робочого дня; консультації психолога, нутриціолога чи юриста; дисконт програми на спорт та покупки; family days для дітей та дорослих; масаж в офісі Навчання та розвиток:  доступ до понад 130 навчальних онлайн-ресурсів; корпоративні навчальні програми з CX, Data, IT Security, Лідерства, Agile. Корпоративна бібліотека та уроки англійської Крута команда:  наші колеги — це спільнота, де вітаються допитливість, талант та інновації. Ми підтримуємо один одного, вчимося разом та зростаємо. Ти можеш знайти однодумців у понад  15-ти  професійних ком’юніті, читацькому чи спортивному клубах Кар’єрні можливості:  ми заохочуємо просування всередині банку між функціями Інновації та технології:  Infrastructure: AWS, Kubernetes, Docker, GitHub, GitHub actions, ArgoCD, Prometheus, Victoria, Vault, OpenTelemetry, ElasticSearch, Crossplain, Grafana. Languages: Java (main), Python (data), Go(infra,security), Swift (IOS), Kotlin (Andorid). Datastores: Sql-Oracle, PgSql, MsSql, Sybase. Data management: Kafka, AirFlow, Spark, Flink Програма підтримки захисників і захисниць:  ми зберігаємо робочі місця та виплачуємо середню заробітну плату мобілізованим. Для ветеранів та ветеранок у нас діє програма підтримки, розвивається ветеранська спільнота Банку. Ми працюємо над підвищенням обізнаності керівників та команд з питань повернення ветеранів до цивільного життя. Райффайзен Банк відзначений як один з найкращих роботодавців для ветеранів (Forbes) Чому Райффайзен Банк?   Наша головна цінність — люди і ми даємо їм підтримку і визнання, навчаємо, залучаємо до змін. Приєднуйся до команди Райфу, адже для нас ТИ маєш значення!  Один із найбільших кредиторів економіки та аграрного бізнесу серед приватних банків  Визнаний найкращим працедавцем за версіями EY, Forbes, Randstad, Franklin Covey, Delo.UA  Найбільший донор гуманітарної допомогисеред банків (Червоний Хрест України, UNITED24, Superhumans, СМІЛИВІ)  Одна з найбільших ІТ-продуктових команд серед банків країни  Один із найбільших платників податків в Україні, за 2023 рік було сплачено 6,6 млрд гривень Можливості для всіх   Райф керується принципами, що фокусуються на людині та її розвитку, у центрі уваги 5 500 співробітників та понад 2,7 мільйони клієнтів   В Райфі ми підтримуємо принципи різноманіття, рівності та інклюзивності  Розвиваємо програми підтримки захисників і захисниць В Райфі ти маєш значення!  Бажаєш дізнатися більше?  — Підписуйся на нас у соц.мережах:  Facebook ,  Instagram ,  LinkedIn",Not specified,"Python,AWS,API,Docker,Kubernetes,Elasticsearch,Grafana,Prometheus,ML,GIT",Data Engineer (Reporting)
Mate academy,"Ми — Mate academy, EdTech стартап з технологічною, гейміфікованою, AI friendly LMS платформою, де люди вивчають спеціальності в галузі IT.  Зареєструйся, спробуй ! 🌎 Наша місія — допомогти мільйону людей по всьому світу побудувати свою кар’єру в галузі IT. 🤘 Вже більше 4000 випускників знайшли свої перші робочі місця в IT всього за 4 місяці навчання. Починаючи з 2022 року ми розпочали свою діяльність в Польщі і продовжуємо нашу міжнародну експансію. Ми шукаємо крутого  Python Mentor-a  для роботи у  part-time форматі погодинно . Основна задача ролі — допомагати студентам ефективно засвоювати матеріал у процесі навчання, щоб кожен зміг працевлаштуватись після проходження нашого Python курсу. Що ми очікуємо від тебе: 1 рік комерційного досвіду як Python Developer; Вміння комунікувати з людьми та допомагати їм вирішувати проблеми; Вміння якісно планувати свій час та самостійно систематизувати власний графік. Твої задачі будуть наступними: Перевірка домашніх завдань студентів Python курсу; Відповіді на питання студентів в чаті та на zoom дзвінках; Проведення пробних технічних інтерв’ю для студентів; Пропонування власних ідей для вдосконалення нашого навчального процесу. Що ти отримаєш, працюючи в Mate: Місію допомогти мільйонам людей розпочати кар’єру в технологічній сфері ; Мінімум бюрократії ; Неймовірну команду, яка пишається своєю справою, і це робить роботу захоплюючою пригодою ; Практику твоїх soft-skills — менторство чудовий спосіб швидше дорости до Senior позицій ; Погодинну оплату і гнучкий графік — твій тиждень менторства буде включати 10+ годин роботи, які ти сам (-а) можеш розподілити протягом тижня. Етапи відбору: Надішли своє CV; Виконай тестове завдання; Пройди співбесіду, яка буде містити в собі HR та технічну частину. Ця пропозиція відповідає твоїм кар’єрним цілям? Тоді давай знайомитись!",Not specified,Python,Python Developer/Part-time Mentor
SoftConstruct Ukraine,"SoftConstruct Ukraine  is a large product company with Armenian roots. We develop solutions in the fields of Big Data, Data Science and CryptoExchange. We combine our expertise in iGaming software development with advanced technologies to develop original software such as sports statistics, risk analysis, security. In most cases, we deal with atypical projects for the market, try to find and generate new technology-based solutions in our field. We support our colleagues who actively participate in all spheres of our country’s defense, as well as help in the development of solutions, technical security support — the information sector of the state. We are ready to offer work for IT specialists who need it. If you are looking for a job in a  Python   development and have relevant experience, we would be more than happy to offer you our position of  Python Software Engineer . About the project:   We are the challenging computer vision project: the risk management solution which automatically validates the information about the user.  The product, based on advanced techniques of computer vision and data science. Application of neural networks makes it easy to determine the use of a photo editor, automatically process user data and compare it with the input data. Our solution with automatic verification of users in various types of business, based on Computer Vision and digital solutions in the field of document sharing (DIIA, BankID, etc.) and open registers. We currently process over 40,000 verifications every month.  We see the potential for the company’s business account to grow to a 1 million verifications per month. About your future team: We already have 15 people in our team and we want to empower the team by hiring a specialist who will be involved in existing project. Technical Stack:   Python, Django, Django Rest Framework, Celery, PostgreSQL, Redis, Docker, SQL. Main responsibilities:   — Use your knowledge of technology and operational best practices to drive the design, development, and implementation of web application that enables highly available, scalable and reliable customer experiences; — Propose and advocate technical improvements of the product on the architectural and code level; — Work closely with ML, Frontend, DevOps and Design teams; — Mentor less experienced members of the team; — Define, design and implement different API/data integrations based on business needs and requirements. Must-haves:   — 4+ years of professional experience as a Python Engineer; — Expertise in utilizing Message Brokers; — Strong expertise in unit testing and applying code testing methodologies; — Strong familiarity with Docker and Docker Compose; — A passion for understanding the inner workings of systems and a willingness to share knowledge with peers; — Direct involvement in the development and testing of backend systems and pipelines, as well as collaborative support for services; — A hands-on approach to building secure, reliable, and scalable web applications, with effective communication skills within a team. Nice to haves:   — Experience with contemporary monitoring tools such as Prometheus, Grafana, Sentry; — Experience with the design and implementation MLOps; — Competence in working with NoSQL databases; — ML or Data Engineering experience. What can we offer you: Interesting and challenging work in a product and data driven company; Plenty of opportunities to learn, grow and progress in your career; Annual leave: 20 working days per year; All paid sick days with a doctor’s note (no limit on the number of times. But for 1 time it is paid up to 2 weeks); Registration within DiiaCity (Gig-contract); Individual English classes at EnglishDom online school (compensation within 50% of the amount of expenses); €450 / year budget for training and / or sports (compensation within 50% of the amount of expenses) after probationary period; Free health insurance after a probationary period. Sounds interesting? Then apply now, don’t wait up! SoftConstruct is a cool place to work, where you’ll have fun, make friends, and grow professionally.",Not specified,"Python,Django,API,Docker,Celery,Redis,PostgreSQL,Sentry,Grafana,Prometheus,ML,GIT",Senior Python Software engineer (KYC)
OGD Solutions,"OGDSolutions is a European IT Company with a large network of 1000+ vetted Software Engineers. Our mission is to build relationships by connecting Developers with our Clients’ Projects. OGDSolutions is the secret ingredient to your career. You don’t have to quit your main job to join us! You can collaborate with us fully or partially while continuing to work at your primary job. With a substantial Partner network comprising over 200+ IT Companies across 10 countries globally, we also collaborate with numerous Startups seeking to build and expand their development teams. We are delighted to embrace new team members who not only enhance our technical expertise but also embrace open communication and opportunities for growth. In this vacancy you can see Required and Bonus Technologies, as well as a block with our Requirements if these requirements match your skills and experience we will be incredibly happy to have you apply for the vacancy. Requirements : Workload: Full-Time; Seniority Level: Senior; Years of Experience: 5+ years; Cooperation: Remote; English: B2. Required technologies : 4+ years experience with Python; 4+ years experience with Django. Bonus technologies: CI/CD; Flask; Fast API; AWS; PostgreSQL; MongoDB; GraphQL; RESTful API; Redis; Docker. What do we offer: 100% Remote Work; Exclusive long-term remote Projects from IT Companies and Startups; The ability to choose which Project you prefer to work on; Flexible working hours; Legal agreements to ensure your security; Clear and straightforward recruitment process; The dependable support of our Support Manager; Partnership equal partnership for all, not just Clients. Thank you for taking the time to review our job posting thoroughly. If you find that you match the criteria and conditions outlined, we would greatly appreciate your application through our website at: ogd-solutions.com/...​acancies/python-developer Applying directly via the provided link will expedite the review of your application, ensuring a prompt response from our team.",$3200–4200,"Python,Django,Flask,AWS,API,Docker,Redis,PostgreSQL,MongoDB",Senior Python Developer
Quod Financial,"Must have: At lest 6 months of working with Python/Bash or any other scripting language Strong knowledge of testing methodology At least 12 months experience with Linux back-end (command line) Experience in writing test documentation At least 6 months experience in testing Basic knowledge of SQL Spoken English intermediate+ Nice to have: Experience with Git Experience with bug-tracking systems (Jira) Responsibilities: Analyze new functionality, create test cases, and execute tests Starting year 2 create auto-tests using Python Manual tests across different releases Integrate API’s with other components (manual deployment) on Linux back-end Upgrade testing environment using Jenkins jobs and sometimes manually on Linux back-end Run regression testing, analyze results, and raise reports Starting year 2 work on test framework with the QA team Communicate with colleagues from Paris and London (developers, project managers, product owners) We offer: Work on the company’s own product — a trading platform (you will work in a Forex team) Very technical and complex product, therefore, you should be a technical person Annual paid vacation 20 working days and 10 days of sick leave Medical insurance The warm and friendly working atmosphere Work in an international team Stable, long-term project Remote work in Ukraine or office in Gdansk (Poland) A big QA team of 30 people Type of contract — Gig contract (Diia city) Ukrainian public holidays — days off Corporate laptop and ecoflow if needed Hiring Process Steps: Technical test — 20 min (Python + testing) HR interview — 30 min Technical interview with a QA Manager and Team Member — 60 min Interview with Team Leader and Scrum Master — 60 min (in English) If your CV is relevant to this position our recruiting team will contact you within 5 working days Please, note that half of Quod’s Ukrainian team is from Kharkiv and speaks russian, including some recruiters and hiring managers. You are free to speak Ukraininan, russian, and English, but if the language question is very important to you, Quod may not be the best fit for you.",Not specified,"Python,API,Jenkins,GIT",QA General (Trainee/Junior) with Python
Solvits Solutions,"Key Responsibilities: Conduct data pre-processing and analysis using Pandas and other libraries to ensure data integrity and relevance. Develop, fine-tune, and test large language models (LLMs) to meet specific project requirements. Collaborate with cross-functional teams to integrate AI solutions into our products and services. Stay up-to-date with the latest advancements in AI/ML, LLMs, and prompt engineering to apply best practices. Document and communicate technical solutions and decisions clearly and concisely. Requirements: Minimum 3 years of experience with Python and Pandas for data analysis and manipulation. Proven experience (at least 1 year) with large language models (LLMs) and prompt engineering. Nice to have: Strong understanding of machine learning concepts, algorithms, and techniques. Ability to work independently and as part of a team, with excellent problem-solving skills.",Not specified,"Python,Pandas,ML",Middle AI/ML Engineer with Python
PLVision,"PLVision invites a technical leader with a deep understanding of networking technologies to join us as a Networking Quality Assurance Architect (Test Automation). This role offers a perfect opportunity to elevate your career and directly impact the rapidly evolving networking industry. As a Networking Quality Assurance Architect (Test Automation) at PLVision’s Architecture Office, you will play a pivotal role in ensuring the quality of solutions for innovative networking products, including switches, routers, smartNICs, and DPUs. You will create custom test automation frameworks to streamline the testing process, aligning it with best practices and technological advancements to maintain high software quality standards. Leveraging our in-demand expertise in computer networking, we extend our exciting long-term projects and start new ones for Fortune 100 clients and global industry leaders. PLVision is a member of the Linux Foundation, TIP (Telecom Infra project), and its open network operating system projects, SONiC and DENT. We collaborate daily with top engineers within open-source communities, providing numerous opportunities for growth and a stable career path in a supportive environment. Apply now and join us!  About PLVision We are a software product development company specializing in computer networking and embedded systems. PLVision has offices in Krakow (Poland) and Lviv (Ukraine). Founded in 2007, the company helps networking industry leaders and ambitious startups in the U.S., Israel, and the EU countries to launch innovative products. Vacancy responsibilities: — Design and implement test automation frameworks for networking products, including switches, routers, smart NICs, and DPUs — Develop and execute test plans for networking products to ensure they meet quality standards, including functional and non-functional requirements — Collaborate with development teams to ensure that test automation is integrated into the development process and that issues are detected and addressed on time — Stay up-to-date with industry trends and best practices for test automation and quality assurance in the networking industry — Lead and mentor other members of the Quality Assurance and testing teams — Actively involve yourself in open-source communities related to networking products — Research market trends in the networking industry and align test automation strategies with customer product needs Vacancy requirements: — 7+ years of experience in Software Testing and Quality Assurance, with a focus on test automation and scripting — Proficiency in the Python programming language and experience with other scripting languages — Familiarity with test automation frameworks and scripting languages, such as pytest, Robot Framework, and unittest — Experience working in the networking industry, specifically with switches, routers, smart NICs, and DPUs — Experience with open-source networking operating systems and software, such as SONiC, DENT, Linux, Open vSwitch, and DPDK — In-depth knowledge of networking technologies, protocols, and architectures, including L2/L3 switching, routing, load balancing, and security — Strong understanding of networking protocols, including TCP/IP, BGP, OSPF, VLANs, and VXLAN — Strong understanding of the configuration and operation of switches, routers, smart NICs, and DPUs — Knowledge of software-defined networking (SDN) concepts and architectures, such as OpenFlow and OVSDB — Knowledge of network testing and monitoring tools like Spirent and Ixia — Knowledge of network emulation and simulation tools like GNS3 and NS-3 — Experience with network testing tools such as Wireshark, tcpdump, ping, etc. — Experience with network automation and programmability using tools such as Ansible and REST APIs — Knowledge of virtualization and containerization tools, such as VirtualBox, Docker, and Kubernetes — Good understanding of CI/CD processes — Strong analytical and problem-solving skills — Excellent communication and collaboration skills, with the ability to work effectively in a team",Not specified,"Python,API,Docker,Kubernetes,Ansible,pytest,unittest,ML",Networking Automation QA Architect
PLVision,"PLVision invites a Senior QA Automation Engineer to join our growing project. If you have excellent Python and Bash knowledge and hands-on experience with Layer 2/Layer 3 protocols testing, this opportunity is for you. In this role, you will verify SAI-like API and enable SONiC (Software for Open Networking in the Cloud) OS support on top of SAI (Switch Abstraction Interface) for a new router product. You will cooperate with the experienced engineering team and the client, a US-Israel innovative semiconductor startup that creates products for cloud service providers and data center networks. We actively launch new and exciting projects, offering our specialists a stable job, numerous growth opportunities, a collaborative and rewarding environment. Join PLVision, a company with an in-demand and future-proof specialisation in computer networking, and secure your career!   About PLVision   We are a software product development company specializing in computer networking and embedded systems. PLVision has offices in Krakow, Poland, and in Lviv, Ukraine. Founded in 2007, the company helps networking industry leaders and ambitious startups in the U.S., Israel, and the EU countries to launch innovative products.    Vacancy responsibilities: — Develop test plans and test cases — Report, investigate and debug issues — Extend the test framework — Execute automation testing, investigate and report test results — Work on Features and System Level — Constantly improve the quality of testing (investigation and suggestions preparation)   Vacancy requirements: — Bachelor’s degree in Computer Science or Software/Computer/Communication Engineering — At least 5 years of experience with Python — Test automation experience (Python/Bash) — Experience in Test Plan development — Good knowledge of network protocols Layer 2/Layer 3 of the Open Systems Interconnection (OSI) model — Hands-on experience with Network Protocol Testing (L2/L3) — Understanding of Continuous Improvement methodologies and tools (Gerrit, Jenkins, etc.) — Familiarity with Linux as a working environment — Strong analytical, debugging and problem-solving skills — Understanding of Ethernet traffic analyzers: Wireshark, TCPDUMP, etc. — Knowledge of technical English at Intermediate level and higher   Vacancy plus options: — Familiarity with Ansible — Experience with SAI (Switch Abstraction Interface) and/or SONiC (Software for Open Networking in the Cloud) — Acquaintance with hardware or software traffic generators: Ixia, Spirent, T-Rex, Ostinato, Scapy, etc. — Experience with Ethernet Switches: Cisco/Arista/Juniper Switches/Routers or similar",Not specified,"Python,API,Ansible,Jenkins",Senior QA Automation Engineer (Computer Networking)
kasko2go AG,"Overview:   K2G is currently seeking a skilled and motivated  C#,.NET / Python Developer  to join our team. The ideal candidate will have a strong foundation in C#, .NET, and Python, with a track record of designing, developing, and maintaining scalable web applications. This role will focus on enhancing functionalities for our insurance platform, developing microservices to support high-load systems, and leveraging Python for various backend tasks. Candidates should be passionate about delivering high-quality solutions, have experience across various cloud platforms, and have a solid understanding of database design and REST API development. Qualifications:   •  Language Skills : Proficiency in English (Intermediate level). • Technical Skills : •Proficiency in Python & C# (Framework and Core). •Strong understanding of Object-Oriented Programming (OOP) and design patterns. •Experience with distributed systems, microservices. •Experience in developing multi-threaded applications (TPL, async/await). •Proficiency in MS SQL, focusing on writing efficient SQL queries and using LINQ. •Experience in writing unit tests. •Proficiency with version control using Git. •Familiarity with Docker and Kubernetes. •Experience working with Linux environments. •Experience working with Python in cloud environments, especially Google Cloud Platform. Responsibilities:   •Design and implement microservices on .NET Core and Python. •Design database structures and perform code reviews. •Develop REST APIs using .NET Framework, .NET Core, and Python. •Write unit tests to ensure code quality. If you are a passionate developer with expertise in both .NET and Python and a strong focus on building scalable and efficient systems, we would love to hear from you!",Not specified,"Python,API,Google Cloud Platform,Docker,Kubernetes,GIT","Python / C#,.NET Developer"
